collection_timestamp,match_id,home_team,away_team,competition,venue,home_score,away_score,status,stats_source,non_zero_stats_count,is_high_quality,data_completeness_pct,ball_possession_home,ball_possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,fouls_home,fouls_away,corner_kicks_home,corner_kicks_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,offsides_home,offsides_away,free_kicks_home,free_kicks_away,goalkeeper_saves_home,goalkeeper_saves_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away,crosses_home,crosses_away,throw_ins_home,throw_ins_away
2025-07-10T00:36:56.764415,13913934,Lajeadense,Sport Clube Gaúcho,"Gaucho, Serie A2",Unknown,1,0,1st half,team_events_fallback,18,True,47.4,52.0,48.0,7.0,3.0,3.0,1.0,4,2,0,0,156.0,144.0,124,115,10.0,10.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:37:26.919414,13598338,The Borough FC,Whitby FC,League1 Ontario Championship,Unknown,0,1,Started,team_events_fallback,18,True,47.4,48.0,52.0,3.0,7.0,1.0,3.0,2,4,0,0,192.0,208.0,153,166,10.0,10.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:37:56.226060,14144232,9 de Julio de Rafaela,Rosario Central,Copa Santa Fe,Unknown,1,1,1st half,team_events_fallback,18,True,47.4,50.0,50.0,7.0,7.0,3.0,3.0,4,4,0,0,150.0,150.0,120,120,12.0,12.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:38:25.480973,14135247,GV San José,Club Aurora,"Copa Division Profesional, Group C",Unknown,1,0,Halftime,team_events_fallback,18,True,47.4,52.0,48.0,7.0,3.0,3.0,1.0,4,2,0,0,156.0,144.0,124,115,10.0,10.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:38:55.374964,14082593,Club Pumas Chapacos,Avilés Industrial FC,"Primera A Tarija, Apertura",Unknown,0,1,Started,team_events_fallback,18,True,47.4,48.0,52.0,3.0,7.0,1.0,3.0,2,4,0,0,144.0,156.0,115,124,10.0,10.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:39:23.740312,14136025,CD Tigres FC,Atlético Independiente Bulo Bulo,"Primera A Cochabamba, Apertura",Unknown,0,1,Started,team_events_fallback,18,True,47.4,48.0,52.0,3.0,7.0,1.0,3.0,2,4,0,0,144.0,156.0,115,124,10.0,10.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:39:26.032452,13744744,Trindade,Iporá,"Goiano, Divisão de Acesso",Unknown,0,0,1st half,intelligent_estimation,16,True,42.1,50.0,50.0,4.0,4.0,2.0,2.0,0,0,0,0,150.0,150.0,120,120,8.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:39:27.618779,13785501,AD Taubaté,Santos,"Paulista, Feminino",Unknown,2,1,1st half,desktop_endpoint_1,10,False,26.3,36.0,64.0,0.0,4.0,1.0,2.0,0,0,0,0,0.0,0.0,0,0,5.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:39:56.179214,14011919,CSA,Ferroviário,"Copa do Nordeste, Knockout stage",Unknown,2,0,1st half,team_events_fallback,18,True,47.4,61.0,39.0,11.0,3.0,5.0,1.0,6,2,0,0,183.0,117.0,146,93,12.0,12.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:40:24.607022,14105325,Batalhão FC U20,Tocantinópolis U20,U20 Tocantinense - Mata-mata,Unknown,0,0,Started,team_events_fallback,16,True,42.1,50.0,50.0,4.0,4.0,2.0,2.0,0,0,0,0,150.0,150.0,120,120,8.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
