collection_timestamp,match_id,home_team,away_team,competition,venue,home_score,away_score,status,stats_source,non_zero_stats_count,is_high_quality,data_completeness_pct,ball_possession_home,ball_possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,fouls_home,fouls_away,corner_kicks_home,corner_kicks_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,offsides_home,offsides_away,free_kicks_home,free_kicks_away,goalkeeper_saves_home,goalkeeper_saves_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away,crosses_home,crosses_away,throw_ins_home,throw_ins_away
2025-07-10T16:26:31.772939,14040123,One Touch Worldwide Fc,Ultra Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,47.0,53.0,21,7,21,5,6,8,1,1,766,805,583,647,21,12,21,5,6.0,1,0,0,6.0,3,17,19,21,5,16,15,26,28,22,50,68,20,19,22
2025-07-10T16:26:37.312466,14050614,Climax Fc,Zanga FC,"5stars Premier League, Abuja - Capital Territory",Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,50.0,50.0,21,9,21,5,10,7,1,1,753,791,633,694,21,10,21,5,2.0,1,0,0,4.0,6,18,20,21,5,16,16,26,28,18,50,72,20,18,19
2025-07-10T16:26:42.635062,14133974,FC Samashki,FC Gvardeysk,Chechnya Republic Championship - Group 1,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,52.0,48.0,21,12,21,5,8,10,1,1,879,791,698,622,21,9,21,5,3.0,2,0,0,4.0,6,17,21,21,5,17,18,28,31,18,50,72,20,24,23
2025-07-10T16:26:47.971632,14133972,Nur Kulary,Eskar Grozny,Chechnya Republic Championship - Group 1,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,42.0,58.0,21,7,21,5,9,5,1,1,659,980,494,853,21,10,21,5,6.0,6,0,0,2.0,5,13,22,21,5,19,16,35,21,18,50,75,27,19,23
2025-07-10T16:26:53.376136,14021238,Atlètic Club Escaldes,F91 Dudelange,"UEFA Conference League, Qualification",Unknown,2,1,1st half,web_scraping+100pct_completion,36,False,94.7,50.0,50.0,21,9,21,5,8,5,1,1,872,874,753,710,21,10,21,5,4.0,3,0,0,3.0,2,13,22,21,5,18,18,30,28,18,54,70,24,23,25
2025-07-10T16:26:58.745363,14049916,Singapore,Iran,"AFC Asian Cup, Women, Qualification, Group A",Unknown,0,2,2nd half,web_scraping+100pct_completion,36,False,94.7,39.0,61.0,21,11,21,5,2,7,1,1,562,898,461,715,21,9,21,5,5.0,2,0,0,4.0,4,12,21,21,5,16,17,30,21,22,50,69,23,21,19
2025-07-10T16:27:04.405182,14143558,Centro Espanol Reserves,Leandro Nicéforo Alem Reserve,Camp. De Reser De Primera Division B Metropolitana,Unknown,0,0,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,54.0,46.0,21,10,21,5,9,8,1,1,764,643,667,541,21,11,21,5,2.0,2,0,0,5.0,6,13,20,21,5,17,15,22,28,18,50,72,23,22,24
2025-07-10T16:27:09.740728,14143567,Deportivo Paraguayo Reserves,Justo José de Urquiza Reserve,Camp. De Reser De Primera Division B Metropolitana,Unknown,2,1,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,60.0,40.0,21,9,21,5,6,7,1,1,825,594,653,519,21,8,21,5,4.0,1,0,0,4.0,5,18,19,21,5,23,16,21,27,18,54,69,19,23,24
2025-07-10T16:27:15.463190,14135026,Gimnasia y Esgrima Mendoza Reserve,Deportivo Morón Reserve,Camp. De Reserva De Primera Division B National,Unknown,1,1,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,44.0,56.0,21,11,21,5,6,8,1,1,651,752,567,623,21,12,21,5,3.0,2,0,0,2.0,4,14,19,21,5,15,18,28,21,18,50,67,23,23,21
2025-07-10T16:27:20.989199,14142920,Quilmes Reserve,Talleres Remedios de Escalada Reserve,Camp. De Reserva De Primera Division B National,Unknown,1,1,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,60.0,40.0,21,12,21,5,6,9,1,1,827,517,707,421,21,11,21,5,3.0,3,0,0,4.0,2,17,19,21,5,19,16,18,26,18,50,71,20,22,22
2025-07-10T16:32:26.479933,14040123,One Touch Worldwide Fc,Ultra Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,52.0,48.0,22,12,22,5,5,4,1,1,830,704,650,561,22,15,22,5,3.0,2,0,0,4.0,6,17,20,22,5,15,16,23,29,22,52,70,19,25,26
2025-07-10T16:32:31.821733,14050614,Climax Fc,Zanga FC,"5stars Premier League, Abuja - Capital Territory",Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,47.0,53.0,22,6,22,6,2,4,1,1,675,841,546,642,22,9,22,6,3.0,2,0,0,5.0,6,12,23,22,6,16,15,31,23,20,56,73,27,25,19
2025-07-10T16:32:37.120989,14133974,FC Samashki,FC Gvardeysk,Chechnya Republic Championship - Group 1,Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,50.0,50.0,22,6,22,6,8,5,1,1,800,875,608,756,22,16,22,6,1.0,2,0,0,2.0,3,14,23,22,6,18,18,32,26,24,52,74,28,20,18
2025-07-10T16:32:42.436448,14133972,Nur Kulary,Eskar Grozny,Chechnya Republic Championship - Group 1,Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,47.0,53.0,22,6,22,6,8,10,1,1,751,898,612,771,22,12,22,6,3.0,3,0,0,3.0,2,17,20,22,6,18,17,30,25,20,52,72,24,23,24
2025-07-10T16:32:47.726377,14021238,Atlètic Club Escaldes,F91 Dudelange,"UEFA Conference League, Qualification",Unknown,2,1,1st half,web_scraping+100pct_completion,36,False,94.7,49.0,51.0,22,6,22,6,7,8,1,1,849,838,706,668,22,13,22,6,7.0,4,0,0,6.0,3,19,20,22,6,18,17,31,27,20,56,73,25,22,20
2025-07-10T16:32:53.173133,14049916,Singapore,Iran,"AFC Asian Cup, Women, Qualification, Group A",Unknown,0,2,2nd half,web_scraping+100pct_completion,36,False,94.7,39.0,61.0,22,6,22,6,3,4,1,1,527,894,405,725,22,14,22,6,4.0,6,0,0,2.0,4,15,20,22,6,16,21,30,17,24,52,75,28,19,24
2025-07-10T16:32:58.443139,14143558,Centro Espanol Reserves,Leandro Nicéforo Alem Reserve,Camp. De Reser De Primera Division B Metropolitana,Unknown,1,1,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,50.0,50.0,22,6,22,6,3,7,1,1,721,728,624,592,22,8,22,6,3.0,1,0,0,3.0,6,15,20,22,6,15,15,27,26,20,52,74,23,24,25
