collection_timestamp,match_id,home_team,away_team,competition,venue,home_score,away_score,status,stats_source,non_zero_stats_count,is_high_quality,data_completeness_pct,ball_possession_home,ball_possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,fouls_home,fouls_away,corner_kicks_home,corner_kicks_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,offsides_home,offsides_away,free_kicks_home,free_kicks_away,goalkeeper_saves_home,goalkeeper_saves_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away,crosses_home,crosses_away,throw_ins_home,throw_ins_away
2025-07-10T17:19:36.036768,14040123,One Touch Worldwide Fc,Ultra Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,53,47,39,7,39,5,8,5,1,1,771,732,672,589,39,11,39,5,2,3,0,0,5,3,15,38,39,5,15,16,23,26,18,90,123,20,21,19
2025-07-10T17:19:41.482639,14050614,Climax Fc,Zanga FC,"5stars Premier League, Abuja - Capital Territory",Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,51,49,39,9,39,5,7,7,1,1,828,797,674,695,39,13,39,5,2,3,0,0,2,5,20,38,39,5,15,16,28,27,18,90,127,24,24,25
2025-07-10T17:19:46.807241,14040125,Tribelike FC,Energy Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,45,55,39,8,39,5,4,3,1,1,665,839,576,676,39,8,39,5,4,6,0,0,2,3,14,39,39,5,16,15,30,22,22,86,129,19,22,25
2025-07-10T17:19:52.362801,14040126,Triple A Fc,Spetsnaz Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,44,56,39,13,39,5,3,3,1,1,665,848,510,643,39,8,39,5,7,5,0,0,6,2,12,40,39,5,16,15,30,22,22,86,123,20,18,21
2025-07-10T17:19:57.720135,14105026,Elchanin,Stegalovka,Yelets Championship,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,48,52,39,7,39,5,9,2,1,1,838,900,638,776,39,12,39,5,2,1,0,0,5,2,16,38,39,5,18,17,31,27,18,86,128,26,20,23
2025-07-10T17:20:03.000731,14105028,Kazaki Yeletsky,Pishchulino,Yelets Championship,Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,52,48,39,6,39,5,5,5,1,1,903,753,781,635,39,9,39,5,1,2,0,0,4,4,19,41,39,5,17,18,27,29,22,86,129,27,24,21
2025-07-10T17:20:08.299767,14105025,Kratos,Vorgol,Yelets Championship,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,47,53,39,11,39,5,10,3,1,1,734,879,637,757,39,11,39,5,1,3,0,0,3,2,14,37,39,5,18,17,32,24,18,86,123,23,25,22
2025-07-10T17:20:13.568269,14105030,LFK-Yeletsky,Solidarnost,Yelets Championship,Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,50,50,39,9,39,5,3,5,1,1,819,828,681,710,39,16,39,5,4,4,0,0,6,3,17,37,39,5,18,18,26,27,22,86,125,21,25,25
2025-07-10T17:20:18.911569,14105029,MBU DO SSH,Avangard B. Izvaly,Yelets Championship,Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,49,51,39,7,39,5,3,7,1,1,777,847,656,638,39,11,39,5,1,7,0,0,6,3,17,39,39,5,18,17,29,25,22,86,122,27,18,22
2025-07-10T17:20:24.237332,14133974,FC Samashki,FC Gvardeysk,Chechnya Republic Championship - Group 1,Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,52,48,39,7,39,5,3,10,1,1,902,750,775,602,39,8,39,5,6,1,0,0,5,2,19,39,39,5,17,18,25,29,22,86,128,24,20,18
