collection_timestamp,match_id,home_team,away_team,competition,venue,home_score,away_score,status,stats_source,non_zero_stats_count,is_high_quality,data_completeness_pct,ball_possession_home,ball_possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,fouls_home,fouls_away,corner_kicks_home,corner_kicks_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,offsides_home,offsides_away,free_kicks_home,free_kicks_away,goalkeeper_saves_home,goalkeeper_saves_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away,crosses_home,crosses_away,throw_ins_home,throw_ins_away
2025-07-10T16:44:13.331461,14040123,One Touch Worldwide Fc,Ultra Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,49.0,51.0,24,6,24,6,5,10,1,1,760,738,657,557,24,13,24,6,4.0,3.0,0,0,5.0,2.0,14,22,24,6,16,15,27,27,20,60,79,24,18,24
2025-07-10T16:44:18.771497,14050614,Climax Fc,Zanga FC,"5stars Premier League, Abuja - Capital Territory",Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,50.0,50.0,24,6,24,6,5,6,1,1,746,809,645,697,24,15,24,6,2.0,1.0,0,0,6.0,3.0,17,24,24,6,16,16,28,27,20,60,78,28,20,23
2025-07-10T16:44:24.098321,14133974,FC Samashki,FC Gvardeysk,Chechnya Republic Championship - Group 1,Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,57.0,43.0,24,6,24,6,10,8,1,1,981,682,798,578,24,15,24,6,4.0,9.0,0,0,3.0,3.0,13,25,24,6,16,19,25,36,24,56,81,25,19,20
2025-07-10T16:44:29.356905,14133972,Nur Kulary,Eskar Grozny,Chechnya Republic Championship - Group 1,Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,42.0,58.0,24,6,24,6,6,8,1,1,691,1001,541,804,24,9,24,6,3.0,1.0,0,0,5.0,3.0,15,22,24,6,19,16,37,25,20,56,81,27,24,22
2025-07-10T16:44:34.705266,14021238,Atlètic Club Escaldes,F91 Dudelange,"UEFA Conference League, Qualification",Unknown,2,1,1st half,web_scraping+100pct_completion,36,False,94.7,43.0,57.0,24,6,24,6,7,7,1,1,669,951,533,798,24,8,24,6,2.0,2.0,0,0,6.0,4.0,16,25,24,6,19,16,33,21,20,60,77,23,18,20
2025-07-10T16:44:39.995611,14049916,Singapore,Iran,"AFC Asian Cup, Women, Qualification, Group A",Unknown,1,5,2nd half,web_scraping+100pct_completion,36,False,94.7,33.0,67.0,24,6,24,6,8,5,1,1,416,893,336,733,24,12,24,6,2.0,2.0,0,0,3.0,9.0,13,24,24,6,17,23,31,15,24,56,78,30,22,23
2025-07-10T16:44:45.295637,14143558,Centro Espanol Reserves,Leandro Nicéforo Alem Reserve,Camp. De Reser De Primera Division B Metropolitana,Unknown,1,0,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,50.0,50.0,24,6,24,6,2,3,1,1,697,741,561,641,24,9,24,6,4.0,3.0,0,0,7.0,2.0,14,26,24,6,15,15,26,22,20,60,84,27,19,20
2025-07-10T16:44:50.619972,14143567,Deportivo Paraguayo Reserves,Justo José de Urquiza Reserve,Camp. De Reser De Primera Division B Metropolitana,Unknown,3,2,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,57.0,43.0,24,6,24,6,6,4,1,1,792,590,675,451,24,11,24,6,1.0,4.0,0,0,6.0,2.0,19,22,24,6,18,16,21,25,20,60,79,28,23,18
2025-07-10T16:44:55.936697,14135026,Gimnasia y Esgrima Mendoza Reserve,Deportivo Morón Reserve,Camp. De Reserva De Primera Division B National,Unknown,1,2,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,56.0,44.0,24,6,24,6,8,4,1,1,742,621,597,477,24,12,24,6,4.0,1.0,0,0,3.0,10.0,12,26,24,6,19,15,23,27,24,56,77,27,18,25
2025-07-10T16:45:01.181154,14142920,Quilmes Reserve,Talleres Remedios de Escalada Reserve,Camp. De Reserva De Primera Division B National,Unknown,1,0,1st half,web_scraping+api_multi_endpoint+100pct_completion,36,False,94.7,54.0,46.0,24,6,24,6,8,3,1,1,740,654,632,561,24,16,24,6,2.0,3.0,0,0,2.0,2.0,14,25,24,6,15,15,24,27,20,60,79,23,24,24
