collection_timestamp,match_id,home_team,away_team,competition,venue,home_score,away_score,status,stats_source,non_zero_stats_count,is_high_quality,data_completeness_pct,ball_possession_home,ball_possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,fouls_home,fouls_away,corner_kicks_home,corner_kicks_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,offsides_home,offsides_away,free_kicks_home,free_kicks_away,goalkeeper_saves_home,goalkeeper_saves_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away,crosses_home,crosses_away,throw_ins_home,throw_ins_away
2025-07-10T17:01:53.819492,14040123,One Touch Worldwide Fc,Ultra Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,51,49,31,10,31,2,3,10,1,1,784,733,638,617,31,9,31,6,1,3,0,0,3,6,15,33,31,10,15,16,27,26,12,70,98,12,19,18
2025-07-10T17:01:59.220480,14050614,Climax Fc,Zanga FC,"5stars Premier League, Abuja - Capital Territory",Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,51,49,31,13,31,3,3,6,1,1,743,752,642,573,31,9,31,3,4,1,0,0,3,2,18,33,31,3,15,16,28,28,14,70,104,16,24,22
2025-07-10T17:02:04.524104,14040125,Tribelike FC,Energy Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,45,55,31,9,31,3,7,4,1,1,698,830,579,720,31,8,31,3,1,5,0,0,3,4,15,29,31,3,16,15,30,23,14,70,102,15,23,22
2025-07-10T17:02:10.065994,14105026,Elchanin,Stegalovka,Yelets Championship,Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,56,44,32,13,32,3,2,5,1,1,938,774,772,670,32,8,32,3,1,6,0,0,3,4,17,30,32,3,16,19,25,30,14,72,105,15,22,18
2025-07-10T17:02:15.691407,14105028,Kazaki Yeletsky,Pishchulino,Yelets Championship,Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,51,49,32,8,32,3,2,3,1,1,881,787,708,670,32,9,32,3,4,2,0,0,2,6,20,30,32,3,17,18,26,28,18,72,107,16,25,23
2025-07-10T17:02:21.116155,14105025,Kratos,Vorgol,Yelets Championship,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,44,56,32,6,32,3,10,4,1,1,704,911,579,760,32,13,32,3,4,7,0,0,5,4,19,32,32,3,19,16,32,24,14,72,104,18,22,24
2025-07-10T17:02:26.592492,14105030,LFK-Yeletsky,Solidarnost,Yelets Championship,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,53,47,32,11,32,3,6,9,1,1,923,786,717,641,32,14,32,3,7,5,0,0,2,6,17,33,32,3,17,18,27,30,14,72,103,14,22,23
2025-07-10T17:02:32.092078,14105029,MBU DO SSH,Avangard B. Izvaly,Yelets Championship,Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,44,56,33,6,33,3,3,4,1,1,766,930,612,816,33,13,33,3,4,2,0,0,2,3,17,35,33,3,19,16,30,27,14,78,104,14,24,24
2025-07-10T17:02:37.449880,14133974,FC Samashki,FC Gvardeysk,Chechnya Republic Championship - Group 1,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,52,48,33,14,33,3,6,3,1,1,892,752,705,582,33,9,33,3,3,3,0,0,5,5,16,32,33,3,17,18,24,30,14,74,110,16,18,22
2025-07-10T17:02:42.796954,14133972,Nur Kulary,Eskar Grozny,Chechnya Republic Championship - Group 1,Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,57,43,33,6,33,3,10,4,1,1,979,757,805,588,33,16,33,3,1,7,0,0,3,6,12,31,33,3,16,19,26,35,14,74,111,21,22,21
2025-07-10T17:07:48.262059,14040123,One Touch Worldwide Fc,Ultra Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,58,42,37,14,37,4,8,7,1,1,929,670,788,538,37,11,37,4,2,1,0,0,3,5,20,35,37,4,21,17,24,33,16,82,123,21,25,21
2025-07-10T17:07:53.596435,14050614,Climax Fc,Zanga FC,"5stars Premier League, Abuja - Capital Territory",Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,53,47,36,7,36,4,3,10,1,1,851,754,640,645,36,9,36,4,4,3,0,0,4,3,20,38,36,4,15,16,26,30,16,80,118,23,25,19
2025-07-10T17:07:58.944610,14040125,Tribelike FC,Energy Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,57,43,36,7,36,4,6,10,1,1,881,627,671,529,36,13,36,4,3,3,0,0,2,4,17,37,36,4,20,17,22,32,16,80,118,20,20,19
2025-07-10T17:08:04.277047,14105026,Elchanin,Stegalovka,Yelets Championship,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,45,55,36,10,36,4,6,9,1,1,723,886,545,762,36,10,36,4,2,1,0,0,8,5,15,35,36,4,18,17,33,26,16,80,112,22,19,20
2025-07-10T17:08:09.629182,14105028,Kazaki Yeletsky,Pishchulino,Yelets Championship,Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,47,53,36,7,36,4,4,7,1,1,802,875,607,674,36,8,36,4,2,2,0,0,4,4,15,34,36,4,18,17,30,28,16,84,116,20,20,22
2025-07-10T17:08:14.973034,14105025,Kratos,Vorgol,Yelets Championship,Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,43,57,36,8,36,4,8,9,1,1,674,905,557,686,36,16,36,4,1,5,0,0,5,6,13,38,36,4,19,16,30,25,16,80,118,23,23,20
2025-07-10T17:08:20.330491,14105030,LFK-Yeletsky,Solidarnost,Yelets Championship,Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,42,58,36,10,36,4,6,3,1,1,715,999,618,839,36,13,36,4,4,4,0,0,5,2,14,38,36,4,19,16,33,27,16,80,116,24,23,22
2025-07-10T17:08:25.838574,14105029,MBU DO SSH,Avangard B. Izvaly,Yelets Championship,Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,49,51,36,12,36,4,7,5,1,1,814,873,683,688,36,9,36,4,6,7,0,0,3,4,14,36,36,4,18,17,29,26,16,84,115,23,21,24
