collection_timestamp,match_id,home_team,away_team,competition,venue,home_score,away_score,status,stats_source,non_zero_stats_count,is_high_quality,data_completeness_pct,ball_possession_home,ball_possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,fouls_home,fouls_away,corner_kicks_home,corner_kicks_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,offsides_home,offsides_away,free_kicks_home,free_kicks_away,goalkeeper_saves_home,goalkeeper_saves_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away,crosses_home,crosses_away,throw_ins_home,throw_ins_away
2025-07-10T17:54:59.083787,14040123,One Touch Worldwide Fc,Ultra Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,52,48,51,9,51,4,8,3,1,1,775,710,612,591,51,8,51,4,6,6,0,0,5,2,17,52,51,4,15,16,24,25,16,110,165,22,20,24
2025-07-10T17:55:04.497185,14050614,Climax Fc,Zanga FC,"5stars Premier League, Abuja - Capital Territory",Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,44,56,51,7,51,4,4,7,1,1,627,879,520,711,51,11,51,4,5,7,0,0,3,2,14,52,51,4,16,15,29,23,16,110,164,23,20,22
2025-07-10T17:55:10.058146,14040125,Tribelike FC,Energy Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,57,43,51,12,51,4,7,6,1,1,822,642,658,556,51,12,51,4,6,1,0,0,4,5,16,51,51,4,22,17,24,26,16,114,161,22,22,24
2025-07-10T17:55:15.425262,14040126,Triple A Fc,Spetsnaz Fc,"5stars Premier League, Abuja - Capital Territory",Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,52,48,51,7,51,4,3,3,1,1,783,737,666,609,51,8,51,4,6,1,0,0,4,3,20,52,51,4,15,16,23,29,20,110,162,19,22,20
2025-07-10T17:55:20.853213,14105026,Elchanin,Stegalovka,Yelets Championship,Unknown,0,0,Started,web_scraping+100pct_completion,36,False,94.7,49,51,51,10,51,4,4,9,1,1,831,818,722,644,51,8,51,4,3,1,0,0,4,6,12,51,51,4,18,17,26,27,16,110,162,16,21,18
2025-07-10T17:55:26.341841,14105028,Kazaki Yeletsky,Pishchulino,Yelets Championship,Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,42,58,51,8,51,4,9,2,1,1,739,966,615,737,51,11,51,4,6,1,0,0,2,6,20,49,51,4,19,16,35,23,16,114,161,22,23,25
2025-07-10T17:55:31.679474,14105025,Kratos,Vorgol,Yelets Championship,Unknown,1,1,Started,web_scraping+100pct_completion,36,False,94.7,43,57,51,9,51,4,7,10,1,1,681,955,572,775,51,13,51,4,1,2,0,0,6,3,17,50,51,4,19,16,35,24,16,110,164,17,21,21
2025-07-10T17:55:37.075025,14105030,LFK-Yeletsky,Solidarnost,Yelets Championship,Unknown,0,1,Started,web_scraping+100pct_completion,36,False,94.7,45,55,51,13,51,4,6,10,1,1,736,926,609,775,51,8,51,4,1,5,0,0,4,2,13,52,51,4,18,17,30,24,20,110,157,23,23,24
2025-07-10T17:55:42.383786,14105029,MBU DO SSH,Avangard B. Izvaly,Yelets Championship,Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,49,51,51,7,51,4,3,3,1,1,858,893,648,725,51,10,51,4,2,2,0,0,2,2,20,50,51,4,18,17,30,31,16,114,162,19,25,22
2025-07-10T17:55:47.763681,14133974,FC Samashki,FC Gvardeysk,Chechnya Republic Championship - Group 1,Unknown,1,0,Started,web_scraping+100pct_completion,36,False,94.7,55,45,51,8,51,4,6,8,1,1,862,744,677,576,51,13,51,4,4,2,0,0,6,6,16,51,51,4,17,18,24,31,16,114,160,18,21,24
